PIR Sensor Frequency,ulrasonic1,ulrasonic2,microphone1,microphone2,microphone3,microphone4,microphone5,metaldetector,Obstacle
511.24,421.84,419.95,170.09,508.31,245.36,241,510.26,548,Negative
511.24,421.71,419.84,267.84,508.31,246.33,241,510.26,589,Negative
511.24,421.71,419.95,311.83,509.29,246.33,241,510.26,595,Negative
511.24,421.82,419.95,372.43,508.31,246.33,241,510.26,500,Negative
511.24,421.73,419.86,390.03,509.29,244.38,238,510.26,502,Negative
511.24,421.68,419.93,332.36,508.31,156.4,157,511.24,533,Negative
511.24,421.8,419.91,377.32,508.31,155.43,157,509.29,530,Negative
511.24,421.71,419.81,384.16,509.29,155.43,157,509.29,522,Negative
511.24,421.73,419.96,361.68,508.31,155.43,157,510.26,520,Negative
511.24,421.77,419.91,393.94,508.31,155.43,157,510.26,578,Negative
511.24,421.7,419.84,390.03,508.31,155.43,156,510.26,535,Negative
511.24,421.82,419.95,354.84,508.31,155.43,157,510.26,533,Negative
511.24,421.77,419.95,390.03,508.31,155.43,157,510.26,555,Negative
10776.15,422.61,419.82,271.75,476.05,155.43,156,510.26,525,Mine
10776.15,422.71,419.95,176.93,507.33,154.45,156,509.29,549,Mine
10776.15,422.71,419.95,293.26,508.31,155.43,157,510.26,600,Mine
511.24,421.66,419.96,345.06,9805.47,155.43,156,510.26,1073,Mine
511.24,421.8,419.91,349.95,509.29,154.45,157,510.26,592,Negative
511.24,421.71,419.84,371.46,507.33,154.45,157,509.29,503,Negative
511.24,421.7,419.79,382.21,505.38,155.43,156,510.26,501,Negative
511.24,421.8,419.89,374.39,508.31,154.45,157,510.26,591,Negative
511.24,421.68,419.86,378.3,468.23,153.47,155,509.29,598,Negative
10776.15,422.64,419.86,366.57,347.02,153.47,155,509.29,532,Mine
10776.15,422.64,419.84,348.97,303.03,153.47,155,510.26,562,Mine
10776.15,422.73,419.96,329.42,-97.75,153.47,155,509.29,600,Mine
10776.15,422.63,419.95,383.19,130.99,153.47,155,510.26,540,Mine
511.24,421.71,419.86,370.48,167.16,153.47,155,509.29,580,Negative
511.24,421.84,419.91,439.88,211.14,154.45,155,510.26,548,Negative
511.24,421.7,419.81,419.35,233.63,153.47,155,510.26,538,Negative
511.24,421.73,419.88,371.46,244.38,153.47,155,509.29,558,Negative
511.24,421.82,419.91,383.19,292.28,153.47,156,510.26,572,Negative
511.24,421.7,419.82,365.59,265.88,153.47,156,510.26,573,Negative
511.24,421.71,419.98,421.31,293.26,153.47,155,509.29,578,Negative
511.24,421.78,419.91,391.01,316.72,153.47,155,510.26,571,Negative
511.24,421.68,419.88,342.13,269.79,153.47,155,509.29,500,Negative
511.24,421.73,419.98,364.61,267.84,153.47,155,509.29,545,Negative
511.24,421.84,419.96,371.46,303.03,153.47,155,510.26,511,Negative
511.24,421.73,419.86,392.96,286.41,154.45,154,510.26,560,Negative
511.24,421.84,419.96,301.08,250.24,153.47,155,510.26,593,Negative
511.24,421.8,419.96,356.79,296.19,153.47,154,509.29,513,Negative
511.24,421.73,419.84,377.32,278.59,154.45,155,509.29,585,Negative
511.24,421.85,419.96,371.46,274.68,153.47,155,510.26,1028,Mine
511.24,421.8,419.95,357.77,251.22,153.47,155,509.29,525,Negative
511.24,421.68,419.82,362.66,299.12,152.49,155,511.24,591,Negative
511.24,421.7,419.96,381.23,298.14,153.47,155,510.26,1057,Mine
511.24,421.84,419.96,369.5,303.03,153.47,155,510.26,579,Negative
511.24,421.73,419.86,358.75,263.93,153.47,155,510.26,529,Negative
511.24,421.71,419.86,367.55,310.85,153.47,155,510.26,585,Negative
10776.15,422.66,419.96,371.46,308.9,153.47,155,509.29,508,Mine
10776.15,422.66,419.89,351.91,272.73,153.47,155,509.29,578,Mine
10776.15,422.64,419.86,351.91,265.88,153.47,155,510.26,598,Mine
10776.15,422.75,419.95,366.57,289.35,153.47,155,510.26,507,Mine
511.24,421.82,419.96,363.64,261.0,153.47,155,510.26,535,Negative
511.24,421.73,419.86,391.01,321.6,152.49,154,509.29,1017,Mine
511.24,421.73,419.86,371.46,306.94,153.47,154,509.29,543,Negative
511.24,421.84,419.96,375.37,306.94,152.49,154,510.26,524,Negative
511.24,421.73,419.96,391.98,290.32,153.47,155,510.26,527,Negative
511.24,421.73,419.88,372.43,313.78,153.47,154,510.26,509,Negative
511.24,421.85,419.95,435.0,330.4,153.47,155,510.26,512,Negative
511.24,421.73,419.84,458.46,306.94,153.47,155,510.26,505,Negative
511.24,421.7,419.86,361.68,324.54,153.47,155,509.29,564,Negative
511.24,421.84,419.98,383.19,318.67,153.47,154,509.29,500,Negative
511.24,421.73,419.86,377.32,274.68,153.47,154,510.26,516,Negative
511.24,421.75,419.86,348.97,304.01,153.47,155,509.29,576,Negative
511.24,421.84,419.96,356.79,303.03,153.47,155,510.26,553,Negative
10776.15,422.76,419.96,353.86,289.35,154.45,155,510.26,552,Mine
10776.15,422.78,419.96,345.06,264.91,153.47,156,510.26,543,Mine
10776.15,422.68,419.91,322.58,278.59,153.47,155,509.29,524,Mine
511.24,421.75,419.84,348.97,241.45,154.45,154,510.26,563,Negative
511.24,421.84,419.95,380.25,304.99,154.45,156,509.29,552,Negative
511.24,421.71,419.84,395.89,311.83,154.45,155,509.29,555,Negative
511.24,421.75,419.86,380.25,272.73,154.45,155,509.29,530,Negative
511.24,421.84,419.96,349.95,304.01,153.47,155,509.29,573,Negative
511.24,421.73,419.86,389.05,311.83,153.47,156,510.26,549,Negative
511.24,421.73,419.84,386.12,274.68,153.47,155,-176.93,597,Negative
511.24,421.85,419.96,370.48,324.54,153.47,155,509.29,538,Negative
10776.15,422.75,419.96,397.85,323.56,153.47,155,509.29,534,Mine
10776.15,422.8,419.98,357.77,280.55,153.47,155,510.26,525,Mine
10776.15,422.68,419.86,348.0,266.86,153.47,155,510.26,529,Mine
511.24,421.73,419.86,370.48,298.14,153.47,155,510.26,547,Negative
511.24,421.84,419.98,368.52,268.82,154.45,156,510.26,545,Negative
511.24,421.75,419.86,381.23,322.58,153.47,155,509.29,538,Negative
511.24,421.73,419.88,394.92,316.72,153.47,155,510.26,594,Negative
511.24,421.8,419.96,240.47,117.3,153.47,156,510.26,569,Negative
511.24,421.73,419.88,284.46,154.45,153.47,155,510.26,518,Negative
511.24,421.75,419.96,439.88,251.22,153.47,155,509.29,534,Negative
511.24,421.85,419.96,440.86,250.24,154.45,155,509.29,508,Negative
511.24,421.71,419.86,156.4,180.84,153.47,155,510.26,571,Negative
511.24,421.73,419.98,157.38,174.0,154.45,156,510.26,558,Negative
511.24,421.8,419.98,157.38,128.05,153.47,155,510.26,573,Negative
511.24,421.7,419.88,158.36,129.03,153.47,155,510.26,512,Negative
511.24,421.71,419.96,157.38,144.67,153.47,155,510.26,506,Negative
511.24,421.84,419.98,9794.72,148.58,153.47,155,510.26,519,Mine
511.24,421.73,419.88,158.36,141.74,153.47,155,510.26,515,Negative
511.24,421.75,419.98,158.36,122.19,153.47,155,510.26,511,Negative
511.24,421.82,420.0,157.38,107.53,154.45,155,510.26,580,Negative
511.24,421.73,419.86,158.36,140.76,153.47,155,509.29,544,Negative
511.24,421.84,419.96,158.36,130.01,153.47,155,510.26,534,Negative
511.24,421.71,419.96,156.4,106.55,154.45,155,510.26,517,Negative
511.24,421.68,419.86,157.38,-179.86,153.47,156,509.29,581,Negative
511.24,421.84,419.98,157.38,-72.34,153.47,155,510.26,528,Negative
511.24,421.73,419.86,157.38,-5.87,153.47,155,510.26,549,Negative
511.24,421.73,419.88,157.38,68.43,154.45,156,510.26,520,Negative
511.24,421.84,419.96,157.38,87.0,154.45,155,510.26,526,Negative
511.24,421.75,419.86,157.38,72.34,153.47,155,509.29,1030,Mine
511.24,421.73,419.86,157.38,98.73,154.45,156,511.24,513,Negative
511.24,421.73,419.88,157.38,96.77,153.47,155,509.29,541,Negative
511.24,421.84,419.96,156.4,128.05,153.47,155,510.26,580,Negative
511.24,421.73,419.88,158.36,122.19,153.47,155,509.29,534,Negative
511.24,421.71,419.88,157.38,96.77,153.47,155,510.26,513,Negative
511.24,421.71,419.98,157.38,100.68,153.47,155,509.29,517,Negative
511.24,421.82,419.98,158.36,114.37,153.47,155,509.29,560,Negative
511.24,421.7,419.82,158.36,132.94,153.47,155,509.29,508,Negative
511.24,421.7,419.98,157.38,101.66,153.47,155,509.29,550,Negative
511.24,421.8,419.93,157.38,111.44,152.49,156,509.29,535,Negative
511.24,421.68,419.82,156.4,133.92,153.47,155,510.26,504,Negative
511.24,421.71,419.98,157.38,104.59,153.47,155,510.26,1098,Mine
511.24,421.85,419.96,157.38,118.28,153.47,155,510.26,568,Negative
511.24,421.73,419.86,156.4,107.53,153.47,155,510.26,577,Negative
511.24,421.73,419.86,157.38,135.87,154.45,155,509.29,588,Negative
511.24,421.8,419.95,157.38,120.23,153.47,155,510.26,558,Negative
511.24,421.7,419.86,157.38,105.57,153.47,155,509.29,562,Negative
511.24,421.7,419.86,157.38,136.85,153.47,156,509.29,577,Negative
511.24,421.84,419.96,158.36,126.1,153.47,155,510.26,569,Negative
511.24,421.75,419.84,157.38,102.64,153.47,155,509.29,1047,Mine
511.24,421.71,419.84,157.38,92.86,153.47,155,509.29,528,Negative
511.24,421.84,419.95,157.38,128.05,153.47,156,510.26,590,Negative
511.24,421.71,419.81,158.36,131.96,153.47,155,509.29,591,Negative
511.24,421.73,419.86,157.38,101.66,153.47,155,510.26,561,Negative
511.24,421.8,419.95,157.38,125.12,153.47,155,509.29,565,Negative
511.24,421.73,419.88,157.38,137.83,153.47,154,510.26,597,Negative
511.24,421.7,419.86,157.38,101.66,153.47,155,509.29,572,Negative
511.24,421.82,419.96,157.38,123.17,154.45,156,510.26,587,Negative
511.24,421.73,419.88,157.38,136.85,153.47,155,510.26,534,Negative
511.24,421.73,419.86,157.38,103.62,153.47,155,509.29,518,Negative
511.24,421.82,419.98,157.38,115.35,153.47,155,510.26,542,Negative
511.24,421.73,419.84,157.38,136.85,152.49,155,510.26,1005,Mine
511.24,421.68,419.86,157.38,133.92,153.47,156,509.29,528,Negative
511.24,421.82,419.96,157.38,112.41,153.47,155,510.26,576,Negative
511.24,421.7,419.88,157.38,104.59,153.47,155,509.29,567,Negative
511.24,421.7,419.86,157.38,133.92,153.47,155,510.26,577,Negative
511.24,421.84,419.96,157.38,120.23,153.47,156,510.26,508,Negative
511.24,421.7,419.86,157.38,104.59,153.47,155,510.26,1026,Mine
511.24,421.73,419.82,157.38,91.89,153.47,155,510.26,570,Negative
511.24,421.73,419.96,157.38,130.99,153.47,155,509.29,596,Negative
511.24,421.73,419.86,157.38,135.87,152.49,156,510.26,581,Negative
511.24,421.73,419.86,157.38,121.21,153.47,155,510.26,582,Negative
511.24,421.82,419.98,156.4,102.64,153.47,155,510.26,503,Negative
511.24,421.73,419.88,157.38,135.87,153.47,155,510.26,561,Negative
511.24,421.7,419.86,157.38,130.01,153.47,156,509.29,592,Negative
511.24,421.84,419.98,157.38,101.66,153.47,156,510.26,538,Negative
511.24,421.75,419.86,157.38,136.85,153.47,155,509.29,517,Negative
511.24,421.73,419.84,157.38,132.94,153.47,156,510.26,600,Negative
511.24,421.84,419.96,157.38,102.64,153.47,156,510.26,519,Negative
511.24,421.71,419.84,156.4,135.87,153.47,155,509.29,548,Negative
511.24,421.73,419.86,158.36,136.85,153.47,155,510.26,515,Negative
511.24,421.84,419.98,157.38,103.62,153.47,155,509.29,592,Negative
511.24,421.73,419.84,157.38,129.03,153.47,156,510.26,508,Negative
511.24,421.75,419.96,157.38,135.87,153.47,155,510.26,517,Negative
511.24,421.85,419.98,157.38,103.62,152.49,155,510.26,1088,Mine
511.24,421.75,419.84,156.4,109.48,154.45,154,510.26,557,Negative
511.24,421.75,419.86,157.38,113.39,153.47,156,510.26,566,Negative
511.24,421.84,419.96,157.38,137.83,153.47,156,509.29,593,Negative
511.24,421.75,419.86,157.38,115.35,153.47,155,510.26,536,Negative
511.24,421.75,419.86,157.38,108.5,153.47,155,510.26,566,Negative
511.24,421.84,419.96,157.38,113.39,152.49,155,510.26,584,Negative
511.24,421.75,419.86,158.36,108.5,153.47,155,509.29,511,Negative
511.24,421.71,419.86,157.38,134.9,153.47,156,510.26,522,Negative
511.24,421.82,419.98,157.38,119.26,153.47,155,510.26,575,Negative
511.24,421.71,419.86,157.38,105.57,153.47,155,509.29,579,Negative
511.24,421.73,419.86,158.36,136.85,153.47,155,509.29,501,Negative
511.24,421.82,419.96,157.38,130.01,153.47,155,509.29,537,Negative
511.24,421.75,419.84,157.38,100.68,153.47,156,509.29,516,Negative
511.24,421.75,419.84,157.38,134.9,153.47,155,509.29,1074,Mine
511.24,421.84,419.96,157.38,115.35,153.47,155,509.29,590,Negative
511.24,421.73,420.0,157.38,128.05,153.47,155,510.26,533,Negative
511.24,421.73,419.88,156.4,97.75,153.47,155,510.26,552,Negative
511.24,421.84,419.98,157.38,112.41,153.47,155,510.26,564,Negative
511.24,421.75,419.88,157.38,134.9,153.47,155,510.26,588,Negative
511.24,421.75,419.88,157.38,110.46,153.47,155,509.29,584,Negative
511.24,421.87,419.95,157.38,108.5,153.47,155,509.29,564,Negative
511.24,421.71,419.86,157.38,135.87,153.47,155,508.31,583,Negative
511.24,421.73,419.88,157.38,118.28,154.45,155,508.31,1020,Mine
511.24,421.73,419.98,157.38,135.87,153.47,155,510.26,522,Negative
511.24,421.84,419.98,157.38,103.62,154.45,155,510.26,558,Negative
511.24,421.73,419.86,157.38,136.85,153.47,156,509.29,590,Negative
511.24,421.73,419.98,157.38,134.9,153.47,155,509.29,590,Negative
511.24,421.75,419.88,157.38,126.1,152.49,155,509.29,565,Negative
511.24,421.73,419.88,157.38,101.66,153.47,155,510.26,577,Negative
511.24,421.84,419.98,157.38,135.87,153.47,156,510.26,514,Negative
511.24,421.73,419.84,157.38,132.94,153.47,155,510.26,581,Negative
511.24,421.7,419.84,157.38,101.66,153.47,155,510.26,564,Negative
511.24,421.8,419.98,157.38,133.92,153.47,155,510.26,586,Negative
511.24,421.71,419.84,157.38,130.99,153.47,155,510.26,528,Negative
511.24,421.73,419.86,156.4,101.66,153.47,155,509.29,555,Negative
511.24,421.85,419.96,157.38,130.99,153.47,155,510.26,593,Negative
511.24,421.7,419.86,157.38,135.87,153.47,156,510.26,543,Negative
511.24,421.73,419.88,157.38,106.55,153.47,155,510.26,574,Negative
511.24,421.78,419.98,157.38,120.23,154.45,155,510.26,542,Negative
511.24,421.68,419.88,157.38,134.9,154.45,155,510.26,600,Negative
511.24,421.73,419.98,157.38,107.53,153.47,155,510.26,554,Negative
511.24,421.85,419.96,157.38,115.35,153.47,155,509.29,517,Negative
511.24,421.68,419.86,157.38,138.81,153.47,154,511.24,581,Negative
511.24,421.73,419.96,157.38,100.68,153.47,155,510.26,547,Negative
511.24,421.8,419.93,9794.72,32.26,153.47,155,510.26,565,Mine
511.24,421.68,419.84,157.38,50.83,153.47,155,509.29,507,Negative
511.24,421.71,419.98,156.4,51.81,154.45,155,510.26,577,Negative
511.24,421.84,419.96,157.38,84.07,153.47,155,510.26,527,Negative
511.24,421.7,419.86,157.38,120.23,153.47,155,510.26,588,Negative
511.24,421.71,419.96,157.38,111.44,153.47,155,509.29,541,Negative
511.24,421.78,419.98,157.38,88.95,153.47,156,510.26,510,Negative
511.24,421.68,419.86,157.38,136.85,153.47,155,509.29,554,Negative
511.24,421.73,419.95,157.38,132.94,153.47,155,511.24,509,Negative
511.24,421.8,419.96,157.38,-4.89,153.47,154,510.26,540,Negative
511.24,421.71,419.86,157.38,5.87,153.47,155,510.26,587,Negative
511.24,421.73,419.96,157.38,82.11,153.47,155,509.29,589,Negative
511.24,421.78,419.96,157.38,97.75,153.47,155,508.31,578,Negative
511.24,421.75,419.84,158.36,85.04,153.47,155,509.29,519,Negative
511.24,421.68,419.96,156.4,102.64,153.47,155,510.26,1098,Mine
511.24,421.84,419.95,157.38,-126.1,153.47,155,510.26,533,Negative
511.24,421.73,419.84,157.38,8.8,153.47,155,510.26,557,Negative
511.24,421.73,419.86,157.38,26.39,153.47,155,509.29,510,Negative
511.24,421.84,419.95,157.38,66.47,153.47,154,511.24,577,Negative
511.24,421.71,419.86,157.38,-4.89,153.47,155,509.29,525,Negative
511.24,421.71,419.84,157.38,10047.9,153.47,155,510.26,505,Mine
511.24,421.82,420.0,158.36,-190.62,153.47,155,510.26,500,Negative
511.24,421.73,419.82,157.38,5.87,154.45,155,510.26,502,Negative
511.24,421.71,419.84,157.38,119.26,153.47,155,510.26,529,Negative
511.24,421.82,419.95,157.38,-61.58,153.47,156,510.26,565,Negative
511.24,421.71,419.88,157.38,121.21,153.47,155,510.26,506,Negative
511.24,421.7,419.86,157.38,-118.28,153.47,155,510.26,559,Negative
511.24,421.84,419.96,157.38,-170.09,153.47,155,509.29,574,Negative
511.24,421.73,419.86,157.38,-101.66,153.47,155,509.29,572,Negative
511.24,421.7,419.86,157.38,-1.96,153.47,155,509.29,566,Negative
511.24,421.85,419.96,157.38,109.48,153.47,155,510.26,597,Negative
511.24,421.75,419.88,157.38,164.22,153.47,155,510.26,1011,Mine
511.24,421.73,419.84,157.38,111.44,153.47,154,510.26,562,Negative
511.24,421.85,419.98,157.38,112.41,152.49,155,510.26,552,Negative
511.24,421.73,419.88,158.36,91.89,152.49,155,510.26,508,Negative
511.24,421.73,419.86,157.38,123.17,153.47,155,509.29,527,Negative
511.24,421.85,419.95,157.38,128.05,153.47,154,510.26,583,Negative
511.24,421.71,419.88,157.38,78.2,153.47,155,510.26,524,Negative
511.24,421.75,419.86,157.38,137.83,153.47,155,509.29,509,Negative
511.24,421.8,419.96,157.38,177.91,152.49,156,510.26,583,Negative
511.24,421.75,419.84,156.4,127.08,153.47,155,510.26,513,Negative
511.24,421.73,419.88,157.38,128.05,153.47,155,510.26,506,Negative
511.24,421.84,419.96,157.38,142.72,153.47,155,509.29,511,Negative
511.24,421.82,419.96,157.38,111.44,153.47,155,509.29,590,Negative
511.24,421.73,419.86,157.38,126.1,153.47,155,511.24,549,Negative
511.24,421.73,419.96,157.38,102.64,153.47,155,510.26,520,Negative
511.24,421.84,419.96,157.38,133.92,153.47,155,509.29,564,Negative
511.24,421.71,419.86,159.34,151.52,155.43,157,510.26,522,Negative
511.24,421.73,419.96,159.34,102.64,154.45,157,509.29,507,Negative
511.24,421.85,419.98,159.34,130.99,155.43,157,510.26,505,Negative
511.24,421.71,419.86,159.34,137.83,154.45,157,510.26,524,Negative
511.24,421.77,419.96,159.34,105.57,154.45,157,510.26,1072,Mine
511.24,421.84,420.0,159.34,127.08,155.43,157,509.29,530,Negative
511.24,421.73,419.86,159.34,114.37,155.43,157,510.26,548,Negative
511.24,421.78,419.86,159.34,140.76,155.43,157,509.29,600,Negative
511.24,421.84,419.96,159.34,113.39,155.43,157,509.29,525,Negative
511.24,421.73,419.86,159.34,104.59,154.45,156,509.29,567,Negative
511.24,421.75,419.98,159.34,141.74,155.43,157,509.29,582,Negative
511.24,421.87,419.96,158.36,122.19,153.47,155,509.29,547,Negative
511.24,421.73,419.86,157.38,99.71,153.47,155,510.26,571,Negative
511.24,421.73,419.96,157.38,138.81,153.47,155,510.26,1025,Mine
511.24,421.84,419.96,157.38,117.3,153.47,154,510.26,532,Negative
511.24,421.71,419.88,157.38,143.7,153.47,155,510.26,550,Negative
511.24,421.73,419.86,157.38,85.04,153.47,155,509.29,512,Negative
511.24,421.87,419.98,157.38,78.2,153.47,156,510.26,531,Negative
511.24,421.75,419.88,156.4,-2.93,153.47,154,510.26,548,Negative
511.24,421.73,419.86,157.38,65.49,153.47,155,509.29,541,Negative
511.24,421.82,419.96,157.38,64.52,153.47,155,509.29,533,Negative
511.24,421.77,419.84,157.38,119.26,153.47,155,510.26,599,Negative
511.24,421.73,419.86,157.38,511.24,153.47,155,510.26,571,Negative
511.24,421.82,419.96,157.38,511.24,153.47,155,509.29,556,Negative
511.24,421.78,419.86,156.4,511.24,153.47,155,509.29,536,Negative
511.24,421.75,419.88,158.36,511.24,153.47,155,510.26,568,Negative
511.24,421.84,419.98,157.38,511.24,153.47,155,510.26,595,Negative
511.24,421.71,419.88,158.36,175.95,153.47,155,509.29,1056,Mine
511.24,421.73,419.84,156.4,144.67,153.47,155,509.29,574,Negative
511.24,421.87,419.96,157.38,163.25,152.49,155,509.29,580,Negative
511.24,421.77,419.88,157.38,133.92,153.47,155,509.29,581,Negative
511.24,421.71,419.84,156.4,131.96,153.47,155,510.26,510,Negative
511.24,421.87,419.96,157.38,170.09,153.47,155,510.26,591,Negative
511.24,421.73,419.86,157.38,145.65,153.47,156,510.26,524,Negative
511.24,421.75,419.88,157.38,28.35,153.47,156,510.26,548,Negative
511.24,421.82,419.98,157.38,130.99,153.47,155,510.26,1028,Mine
511.24,421.82,419.95,157.38,35.19,153.47,155,510.26,577,Negative
511.24,421.71,419.84,157.38,85.04,153.47,155,510.26,517,Negative
511.24,421.73,419.96,157.38,71.36,153.47,155,510.26,547,Negative
511.24,421.85,419.95,157.38,88.95,152.49,155,509.29,539,Negative
511.24,421.73,419.86,158.36,132.94,153.47,155,509.29,554,Negative
511.24,421.73,419.96,157.38,122.19,153.47,158,510.26,545,Negative
511.24,421.85,419.96,159.34,87.98,155.43,158,510.26,501,Negative
511.24,421.71,419.86,159.34,128.05,155.43,157,510.26,574,Negative
511.24,421.75,419.98,160.31,142.72,155.43,157,509.29,508,Negative
511.24,421.85,419.98,159.34,93.84,156.4,158,510.26,542,Negative
511.24,421.73,419.86,159.34,90.91,155.43,157,510.26,596,Negative
511.24,421.84,419.98,160.31,163.25,155.43,157,509.29,567,Negative
511.24,421.71,419.88,159.34,77.22,155.43,157,510.26,553,Negative
511.24,421.68,419.88,159.34,-67.45,155.43,157,510.26,503,Negative
511.24,421.84,419.95,159.34,38.12,155.43,157,510.26,569,Negative
511.24,421.7,419.88,159.34,43.01,155.43,158,509.29,555,Negative
511.24,421.71,419.88,159.34,25.42,156.4,157,510.26,1070,Mine
511.24,421.71,419.98,159.34,9950.15,155.43,156,510.26,1093,Mine
511.24,421.82,419.98,160.31,9951.12,156.4,157,508.31,533,Mine
511.24,421.68,419.84,159.34,9951.12,155.43,157,509.29,543,Mine
511.24,421.7,419.86,159.34,9950.15,155.43,157,509.29,507,Mine
511.24,421.8,419.98,159.34,9950.15,155.43,157,509.29,541,Mine
511.24,421.71,419.91,159.34,9950.15,155.43,157,509.29,559,Mine
511.24,421.66,419.82,159.34,9950.15,155.43,157,510.26,572,Mine
511.24,421.82,419.96,160.31,9951.12,152.49,155,509.29,573,Mine
511.24,421.77,419.91,157.38,510.26,154.45,155,510.26,525,Negative
511.24,421.7,419.86,156.4,511.24,153.47,156,510.26,517,Negative
511.24,421.7,419.96,158.36,384.16,154.45,156,510.26,524,Negative
511.24,421.8,419.95,157.38,260.02,153.47,155,510.26,541,Negative
511.24,421.68,419.88,157.38,226.78,153.47,155,510.26,600,Negative
511.24,421.77,419.96,157.38,510.26,152.49,156,510.26,557,Negative
511.24,421.71,419.84,157.38,509.29,153.47,155,508.31,598,Negative
511.24,421.68,419.86,157.38,510.26,153.47,154,510.26,573,Negative
511.24,421.8,419.91,159.34,9797.65,154.45,156,509.29,522,Mine
511.24,421.68,419.86,159.34,9797.65,154.45,157,509.29,596,Mine
511.24,421.7,419.86,159.34,9799.61,155.43,156,510.26,519,Mine
511.24,421.77,419.91,159.34,9797.65,154.45,156,509.29,590,Mine
511.24,421.73,419.81,159.34,9797.65,155.43,156,510.26,504,Mine
511.24,421.8,419.96,157.38,230.69,153.47,156,509.29,572,Negative
511.24,421.68,419.96,157.38,162.27,153.47,155,509.29,594,Negative
511.24,421.66,419.86,157.38,509.29,153.47,156,509.29,598,Negative
511.24,421.78,419.96,157.38,510.26,153.47,155,510.26,511,Negative
511.24,421.66,419.86,157.38,509.29,154.45,155,510.26,545,Negative
511.24,421.7,419.86,157.38,510.26,153.47,155,510.26,579,Negative
511.24,421.77,419.96,157.38,510.26,153.47,156,509.29,517,Negative
511.24,421.68,419.84,157.38,510.26,153.47,155,510.26,555,Negative
511.24,421.68,419.84,157.38,510.26,153.47,154,510.26,566,Negative
511.24,421.73,419.84,159.34,9797.65,155.43,157,509.29,532,Mine
511.24,421.85,419.96,159.34,9799.61,154.45,157,509.29,582,Mine
511.24,421.73,419.95,159.34,9797.65,154.45,157,510.26,500,Mine
511.24,421.68,419.86,158.36,9797.65,155.43,157,509.29,580,Mine
511.24,421.7,419.95,159.34,9797.65,155.43,156,509.29,580,Mine
511.24,421.84,419.95,156.4,510.26,153.47,155,509.29,559,Negative
511.24,421.68,419.84,157.38,510.26,153.47,155,509.29,584,Negative
511.24,421.84,419.95,157.38,370.48,154.45,155,510.26,1068,Mine
511.24,421.82,419.95,157.38,274.68,153.47,155,509.29,500,Negative
511.24,421.73,419.86,157.38,106.55,153.47,155,510.26,540,Negative
511.24,421.73,419.84,157.38,99.71,153.47,154,510.26,530,Negative
511.24,421.78,419.95,157.38,39.1,153.47,156,509.29,572,Negative
511.24,421.73,419.86,156.4,-43.99,152.49,155,511.24,551,Negative
511.24,421.73,419.86,157.38,7.82,153.47,155,509.29,541,Negative
511.24,421.84,419.95,157.38,72.34,153.47,155,510.26,548,Negative
511.24,421.73,419.84,156.4,88.95,153.47,155,509.29,550,Negative
511.24,421.73,419.84,157.38,66.47,153.47,155,510.26,501,Negative
511.24,421.84,419.96,157.38,85.04,153.47,155,510.26,583,Negative
511.24,421.73,419.84,157.38,124.14,153.47,155,510.26,571,Negative
511.24,421.73,419.86,158.36,108.5,153.47,156,509.29,538,Negative
511.24,421.82,419.96,157.38,88.95,153.47,155,509.29,572,Negative
511.24,421.75,419.82,157.38,130.01,153.47,155,510.26,532,Negative
511.24,421.68,419.88,157.38,131.96,153.47,155,510.26,567,Negative
511.24,421.8,419.96,157.38,88.95,153.47,155,510.26,596,Negative
511.24,421.7,419.86,157.38,117.3,153.47,155,510.26,513,Negative
511.24,421.7,419.86,157.38,136.85,153.47,154,510.26,1031,Mine
511.24,421.85,419.98,157.38,134.9,153.47,155,510.26,574,Negative
511.24,421.73,419.88,158.36,104.59,152.49,155,510.26,504,Negative
511.24,421.71,419.88,157.38,101.66,153.47,155,510.26,1054,Mine
511.24,421.73,419.96,157.38,87.98,153.47,154,509.29,594,Negative
511.24,421.85,419.98,157.38,131.96,153.47,155,509.29,517,Negative
511.24,421.75,419.84,157.38,130.99,153.47,155,510.26,575,Negative
511.24,421.75,419.96,157.38,93.84,154.45,156,509.29,1022,Mine
511.24,421.85,419.95,158.36,101.66,153.47,155,510.26,526,Negative
511.24,421.75,419.86,157.38,112.41,153.47,155,510.26,507,Negative
511.24,421.75,419.86,158.36,138.81,153.47,155,509.29,543,Negative
511.24,421.82,419.96,158.36,106.55,153.47,155,509.29,568,Negative
511.24,421.77,419.84,156.4,105.57,153.47,154,509.29,522,Negative
511.24,421.71,419.86,158.36,137.83,153.47,155,510.26,1031,Mine
511.24,421.85,419.98,157.38,129.03,153.47,155,510.26,560,Negative
511.24,421.73,419.86,157.38,126.1,153.47,155,510.26,541,Negative
511.24,421.75,419.84,157.38,92.86,153.47,155,510.26,573,Negative
511.24,421.85,419.96,157.38,134.9,153.47,155,509.29,512,Negative
511.24,421.75,419.84,158.36,136.85,153.47,155,510.26,556,Negative
511.24,421.7,419.84,156.4,127.08,153.47,154,510.26,532,Negative
511.24,421.82,419.98,157.38,128.05,153.47,155,509.29,517,Negative
511.24,421.77,419.88,157.38,82.11,154.45,155,510.26,517,Negative
511.24,421.75,419.93,157.38,90.91,153.47,156,510.26,1028,Mine
511.24,421.84,419.96,156.4,51.81,153.47,155,509.29,590,Negative
511.24,421.71,419.88,156.4,71.36,153.47,155,510.26,551,Negative
