PIR Sensor Frequency,ulrasonic1,ulrasonic2,microphone1,microphone2,microphone3,microphone4,microphone5,metaldetector,Obstacle
511.24,421.71,419.96,5.87,-21.51,152.49,153,80.16,508,Negative
511.24,421.73,419.82,29.33,9.78,152.49,154,74.29,598,Negative
511.24,421.8,419.91,30.3,12.71,152.49,154,80.16,584,Negative
511.24,421.7,419.96,33.24,3.91,152.49,154,83.09,555,Negative
511.24,421.73,419.81,36.17,-1.96,152.49,154,95.8,517,Negative
511.24,421.7,419.81,25.42,-13.69,151.52,154,94.82,579,Negative
511.24,421.78,419.91,13.69,-15.64,151.52,154,95.8,543,Negative
511.24,421.71,419.95,-18.57,10054.74,151.52,154,78.2,593,Mine
511.24,421.73,419.82,0.98,-191.59,152.49,154,88.95,526,Negative
511.24,421.71,419.86,-3.91,-153.47,152.49,153,95.8,516,Negative
511.24,421.78,419.96,-1.96,-107.53,152.49,154,85.04,559,Negative
511.24,421.7,419.88,13.69,-130.99,152.49,155,69.4,1003,Mine
511.24,421.68,419.84,-25.42,-182.8,153.47,154,70.38,516,Negative
511.24,421.7,419.84,17.6,-96.77,153.47,155,74.29,561,Negative
511.24,421.8,419.91,21.51,-90.91,152.49,155,72.34,540,Negative
511.24,421.8,419.93,16.62,-143.7,153.47,154,61.58,516,Negative
511.24,421.73,419.82,-22.48,-136.85,152.49,155,68.43,543,Negative
511.24,421.73,419.93,-8.8,-45.94,153.47,155,66.47,570,Negative
511.24,421.8,419.91,19.55,1.96,153.47,155,68.43,553,Negative
511.24,421.84,419.98,8.8,-17.6,153.47,155,89.93,599,Negative
511.24,421.8,419.93,4.89,3.91,153.47,154,64.52,530,Negative
511.24,421.68,419.88,-21.51,-2.93,153.47,155,27.37,581,Negative
511.24,421.7,419.82,10036.17,-156.4,153.47,155,10031.28,572,Mine
511.24,421.8,419.93,-136.85,-110.46,152.49,155,-14.66,1049,Mine
511.24,421.78,419.96,158.36,61.58,152.49,155,511.24,577,Negative
511.24,421.68,419.88,259.04,87.98,153.47,155,509.29,544,Negative
511.24,421.7,419.86,297.17,151.52,152.49,155,509.29,512,Negative
511.24,421.8,419.96,334.31,234.6,152.49,154,510.26,524,Negative
511.24,421.68,419.96,362.66,262.95,153.47,154,510.26,552,Negative
511.24,421.71,419.86,362.66,236.56,152.49,154,510.26,571,Negative
511.24,421.75,419.96,351.91,260.02,153.47,155,511.24,564,Negative
511.24,421.8,419.98,369.5,297.17,153.47,155,508.31,505,Negative
511.24,421.73,419.86,-1.96,94.82,153.47,156,10005.86,517,Mine
511.24,421.7,419.86,-151.52,2.93,153.47,155,-156.4,530,Negative
511.24,421.78,419.96,-119.26,-37.15,153.47,154,510.26,566,Negative
511.24,421.7,419.96,161.29,46.92,153.47,154,509.29,570,Negative
511.24,421.7,419.88,253.18,123.17,153.47,155,509.29,578,Negative
511.24,421.71,419.96,322.58,210.17,153.47,154,509.29,1087,Mine
511.24,421.8,419.93,307.92,217.99,153.47,155,510.26,549,Negative
511.24,421.73,419.98,351.91,250.24,153.47,154,509.29,545,Negative
511.24,421.7,419.86,362.66,235.58,153.47,154,510.26,532,Negative
511.24,421.73,419.98,348.97,241.45,153.47,155,510.26,575,Negative
511.24,421.8,419.91,350.93,177.91,152.49,155,510.26,571,Negative
511.24,421.73,419.86,371.46,219.94,153.47,155,9807.43,519,Mine
511.24,421.7,419.82,338.22,240.47,153.47,155,509.29,571,Negative
511.24,421.78,419.96,366.57,265.88,152.49,154,510.26,574,Negative
511.24,421.7,419.95,373.41,246.33,152.49,155,510.26,1005,Mine
511.24,421.7,419.86,363.64,273.7,153.47,154,510.26,575,Negative
511.24,421.68,419.86,353.86,250.24,152.49,154,510.26,593,Negative
511.24,421.84,419.95,-71.36,111.44,153.47,155,510.26,525,Negative
511.24,421.7,419.96,222.87,160.31,151.52,153,511.24,522,Negative
511.24,421.7,419.86,302.05,178.89,151.52,154,511.24,568,Negative
511.24,421.68,419.96,320.63,200.39,152.49,153,511.24,1080,Mine
511.24,421.8,419.96,341.15,202.35,152.49,153,511.24,535,Negative
511.24,421.7,419.96,347.02,246.33,151.52,154,511.24,517,Negative
511.24,421.73,419.86,376.34,288.37,151.52,154,511.24,547,Negative
511.24,421.68,419.95,381.23,286.41,151.52,154,511.24,552,Negative
511.24,421.82,419.93,363.64,258.06,151.52,153,511.24,594,Negative
511.24,421.68,419.84,365.59,304.01,151.52,154,511.24,544,Negative
511.24,421.78,419.95,383.19,235.58,153.47,154,510.26,528,Negative
511.24,421.73,419.84,365.59,284.46,153.47,155,510.26,514,Negative
511.24,421.68,419.82,375.37,313.78,153.47,155,509.29,513,Negative
511.24,421.78,419.91,385.14,310.85,152.49,154,510.26,564,Negative
511.24,421.7,419.86,376.34,273.7,152.49,154,510.26,503,Negative
511.24,421.7,419.88,361.68,283.48,153.47,154,9806.45,528,Mine
511.24,421.71,419.96,370.48,253.18,153.47,155,510.26,501,Negative
511.24,421.84,419.96,357.77,268.82,153.47,155,510.26,553,Negative
511.24,421.68,419.86,376.34,305.96,153.47,154,510.26,579,Negative
511.24,421.71,419.88,384.16,304.99,152.49,154,510.26,541,Negative
511.24,421.8,419.96,370.48,266.86,152.49,155,509.29,572,Negative
511.24,421.7,419.84,364.61,289.35,153.47,155,510.26,1097,Mine
511.24,421.7,419.84,348.0,251.22,152.49,154,510.26,528,Negative
511.24,421.7,419.84,367.55,297.17,153.47,155,510.26,541,Negative
511.24,421.8,419.96,381.23,303.03,152.49,154,510.26,500,Negative
511.24,421.71,419.81,375.37,267.84,153.47,155,509.29,560,Negative
511.24,421.71,419.86,361.68,275.66,152.49,155,509.29,540,Negative
511.24,421.7,419.91,380.25,305.96,153.47,154,510.26,521,Negative
511.24,421.78,419.95,385.14,297.17,152.49,154,509.29,501,Negative
511.24,421.7,419.86,370.48,277.61,153.47,155,509.29,1054,Mine
511.24,421.7,419.88,374.39,267.84,153.47,154,510.26,592,Negative
511.24,421.8,419.96,358.75,273.7,152.49,154,510.26,519,Negative
511.24,421.82,419.95,375.37,310.85,153.47,154,510.26,529,Negative
511.24,421.71,419.84,384.16,310.85,153.47,155,509.29,1006,Mine
511.24,421.7,419.86,362.66,300.1,153.47,154,509.29,560,Negative
511.24,421.78,419.96,374.39,273.7,153.47,154,509.29,597,Negative
511.24,421.8,419.96,360.7,274.68,153.47,155,509.29,504,Negative
511.24,421.68,419.84,372.43,308.9,153.47,155,510.26,577,Negative
511.24,421.7,419.86,386.12,304.01,153.47,154,510.26,508,Negative
511.24,421.8,419.95,377.32,228.74,153.47,155,510.26,550,Negative
511.24,421.7,419.84,363.64,247.31,153.47,155,509.29,557,Negative
511.24,421.71,419.84,386.12,209.19,153.47,155,510.26,512,Negative
511.24,421.71,419.84,392.96,118.28,153.47,154,510.26,521,Negative
511.24,421.7,419.86,381.23,227.76,153.47,155,510.26,574,Negative
511.24,421.82,419.96,378.3,118.28,153.47,154,510.26,546,Negative
511.24,421.71,419.96,384.16,-13.69,153.47,155,509.29,1024,Mine
511.24,421.7,419.84,372.43,37.15,153.47,155,510.26,571,Negative
511.24,421.75,419.86,388.07,115.35,153.47,155,510.26,502,Negative
511.24,421.82,419.96,370.48,62.56,152.49,155,510.26,546,Negative
511.24,421.78,419.96,380.25,183.77,153.47,154,509.29,518,Negative
511.24,421.71,419.84,410.56,366.57,153.47,154,511.24,539,Negative
511.24,421.73,419.98,400.78,273.7,153.47,155,509.29,593,Negative
511.24,421.8,419.98,368.52,4.89,153.47,154,509.29,529,Negative
511.24,421.7,419.88,363.64,-159.34,152.49,155,509.29,560,Negative
511.24,421.71,419.88,390.03,-55.72,153.47,155,510.26,529,Negative
511.24,421.8,419.96,394.92,-46.92,152.49,155,509.29,565,Negative
511.24,421.82,419.98,370.48,-98.73,152.49,155,511.24,599,Negative
511.24,421.7,419.86,389.05,120.23,153.47,155,510.26,591,Negative
511.24,421.7,419.98,405.67,237.54,153.47,155,510.26,1091,Mine
511.24,421.8,419.98,382.21,184.75,153.47,155,509.29,575,Negative
511.24,421.73,419.98,387.1,117.3,153.47,154,510.26,559,Negative
511.24,421.75,419.88,372.43,113.39,153.47,155,510.26,534,Negative
511.24,421.73,419.98,366.57,-103.62,152.49,155,509.29,600,Negative
511.24,421.8,419.98,403.71,174.0,152.49,155,510.26,562,Negative
511.24,421.7,419.84,383.19,-64.52,153.47,154,510.26,525,Negative
511.24,421.73,419.84,367.55,-161.29,153.47,154,510.26,600,Negative
511.24,421.8,419.93,400.78,63.54,152.49,155,509.29,565,Negative
511.24,421.75,419.88,425.22,472.14,152.49,154,509.29,565,Negative
511.24,421.7,419.88,396.87,414.47,152.49,155,509.29,558,Negative
511.24,421.68,419.98,392.96,446.73,153.47,155,510.26,552,Negative
511.24,421.84,420.0,409.58,469.21,152.49,155,510.26,567,Negative
511.24,421.71,419.86,403.71,378.3,153.47,155,510.26,599,Negative
511.24,421.75,419.89,408.6,511.24,153.47,155,510.26,543,Negative
511.24,421.75,419.98,407.62,511.24,152.49,155,510.26,590,Negative
511.24,421.85,419.98,392.96,511.24,153.47,155,509.29,541,Negative
511.24,421.73,419.82,394.92,511.24,152.49,155,510.26,558,Negative
511.24,421.75,419.88,408.6,511.24,153.47,155,510.26,593,Negative
511.24,421.82,419.96,404.69,511.24,152.49,154,510.26,542,Negative
511.24,421.68,419.88,390.03,511.24,153.47,155,509.29,524,Negative
511.24,421.75,419.88,403.71,511.24,153.47,154,510.26,546,Negative
511.24,421.73,419.98,407.62,510.26,153.47,154,510.26,600,Negative
511.24,421.82,419.93,396.87,511.24,153.47,155,510.26,508,Negative
511.24,421.75,419.88,392.96,511.24,153.47,155,509.29,545,Negative
511.24,421.73,419.88,408.6,511.24,153.47,155,510.26,532,Negative
511.24,421.82,419.98,409.58,9808.41,154.45,156,509.29,561,Mine
511.24,421.73,419.88,340.18,9807.43,154.45,155,509.29,570,Mine
511.24,421.7,419.86,370.48,9807.43,154.45,156,509.29,572,Mine
511.24,421.7,419.98,360.7,9807.43,154.45,156,509.29,518,Mine
511.24,421.82,419.98,376.34,9807.43,154.45,156,507.33,556,Mine
511.24,421.7,419.89,362.66,507.33,154.45,156,510.26,568,Negative
511.24,421.71,419.82,388.07,507.33,154.45,156,510.26,584,Negative
511.24,421.82,419.96,385.14,506.35,154.45,155,510.26,558,Negative
511.24,421.8,419.98,345.06,9942.33,153.47,155,509.29,549,Mine
511.24,421.75,419.88,411.53,9944.28,154.45,156,510.26,538,Mine
511.24,421.71,419.86,385.14,9808.41,152.49,154,508.31,568,Mine
511.24,421.85,419.98,400.78,511.24,154.45,156,510.26,537,Negative
511.24,421.68,419.89,360.7,-77.22,152.49,155,510.26,520,Negative
511.24,421.73,419.88,404.69,506.35,154.45,155,510.26,1078,Mine
511.24,421.73,419.88,378.3,507.33,154.45,155,510.26,523,Negative
511.24,421.85,419.96,400.78,508.31,153.47,156,509.29,569,Negative
511.24,421.71,419.86,401.76,507.33,154.45,156,509.29,510,Negative
511.24,421.68,419.88,353.86,10025.42,153.47,155,510.26,551,Mine
511.24,421.85,419.98,416.42,507.33,154.45,156,509.29,596,Negative
511.24,421.8,419.96,404.69,507.33,154.45,156,510.26,1015,Mine
511.24,421.7,419.82,397.85,-111.44,154.45,155,510.26,588,Negative
511.24,421.7,419.88,383.19,507.33,153.47,155,510.26,567,Negative
511.24,421.8,419.98,396.87,507.33,154.45,155,510.26,545,Negative
511.24,421.8,419.98,404.69,508.31,153.47,156,509.29,511,Negative
511.24,421.73,419.86,392.96,507.33,153.47,155,510.26,548,Negative
511.24,421.73,419.86,387.1,508.31,153.47,155,510.26,526,Negative
511.24,421.68,419.82,407.62,508.31,154.45,156,510.26,513,Negative
511.24,421.68,419.86,404.69,507.33,153.47,156,509.29,563,Negative
511.24,421.8,419.98,388.07,508.31,153.47,156,510.26,540,Negative
511.24,421.7,419.86,404.69,508.31,153.47,155,509.29,1055,Mine
511.24,421.7,419.81,376.34,507.33,153.47,156,510.26,527,Negative
511.24,421.7,419.82,398.83,508.31,154.45,155,509.29,512,Negative
511.24,421.8,419.95,399.8,507.33,154.45,156,510.26,538,Negative
511.24,421.68,419.88,385.14,507.33,154.45,156,509.29,580,Negative
511.24,421.7,419.84,400.78,507.33,154.45,156,510.26,500,Negativee
511.24,421.8,419.91,399.8,507.33,153.47,156,510.26,548,Negative
511.24,421.7,419.82,389.05,508.31,154.45,156,510.26,591,Negative
511.24,421.71,419.81,417.4,508.31,154.45,156,509.29,591,Negative
511.24,421.8,419.91,-46.92,507.33,154.45,155,509.29,566,Negative
511.24,421.66,419.93,259.04,508.31,153.47,156,509.29,558,Negative
511.24,421.68,419.82,415.44,508.31,154.45,155,510.26,547,Negative
511.24,421.73,419.96,296.19,508.31,153.47,156,509.29,538,Negative
511.24,421.84,419.95,381.23,508.31,154.45,156,509.29,505,Negative
511.24,421.7,419.84,348.97,507.33,153.47,155,509.29,522,Negative
511.24,421.7,419.86,336.27,508.31,153.47,156,509.29,594,Negative
511.24,421.7,419.86,371.46,508.31,154.45,155,509.29,583,Negative
511.24,421.7,419.96,390.03,507.33,154.45,155,510.26,533,Negative
511.24,421.82,419.98,406.65,508.31,154.45,156,510.26,557,Negative
511.24,421.7,419.88,396.87,508.31,153.47,155,510.26,513,Negative
511.24,421.7,419.84,383.19,508.31,154.45,156,509.29,549,Negative
10776.15,422.63,419.82,391.98,508.31,154.45,155,509.29,574,Mine
10776.15,422.64,419.86,386.12,508.31,154.45,156,510.26,565,Mine
10776.15,422.75,419.98,352.88,508.31,154.45,155,510.26,520,Mine
511.24,421.85,419.96,383.19,507.33,153.47,155,510.26,520,Negative
511.24,421.73,419.88,387.1,508.31,154.45,156,509.29,507,Negative
511.24,421.75,419.84,369.5,507.33,153.47,155,509.29,546,Negative
511.24,421.82,419.96,385.14,508.31,154.45,155,510.26,546,Negative
511.24,421.75,419.96,370.48,9807.43,153.47,155,509.29,1028,Mine
511.24,421.71,419.86,390.03,507.33,154.45,156,509.29,512,Negative
511.24,421.68,419.84,340.18,9808.41,153.47,156,510.26,552,Mine
511.24,421.8,419.96,394.92,508.31,154.45,156,509.29,567,Negative
511.24,421.8,419.96,353.86,9808.41,153.47,155,509.29,546,Mine
511.24,421.71,419.88,393.94,506.35,154.45,155,510.26,1079,Mine
10776.15,422.64,419.91,342.13,507.33,154.45,155,510.26,515,Mine
10776.15,422.8,419.98,342.13,9808.41,154.45,155,509.29,534,Mine
10776.15,422.64,419.98,357.77,507.33,154.45,156,510.26,566,Mine
10776.15,422.69,419.88,381.23,507.33,154.45,156,510.26,577,Mine
511.24,421.75,419.86,359.73,9970.67,154.45,156,509.29,561,Mine
511.24,421.75,419.84,382.21,-182.8,154.45,156,510.26,584,Negative
511.24,421.8,419.96,391.98,507.33,154.45,156,511.24,509,Negative
511.24,421.73,419.86,376.34,508.31,154.45,156,510.26,568,Negative
511.24,421.75,419.86,363.64,508.31,153.47,156,510.26,576,Negative
511.24,421.77,419.95,396.87,507.33,154.45,155,510.26,539,Negative
511.24,421.85,419.96,392.96,508.31,153.47,155,510.26,599,Negative
511.24,421.73,419.86,377.32,508.31,154.45,156,510.26,500,Negative
511.24,421.73,419.86,380.25,508.31,154.45,156,509.29,521,Negative
511.24,421.84,419.96,397.85,506.35,153.47,155,510.26,598,Negative
511.24,421.75,419.88,397.85,508.31,154.45,156,510.26,556,Negative
511.24,421.7,419.86,378.3,508.31,154.45,155,509.29,595,Negative
511.24,421.82,419.98,404.69,507.33,154.45,156,510.26,1026,Mine
511.24,421.82,419.96,372.43,508.31,154.45,156,510.26,516,Negative
511.24,421.75,419.86,406.65,508.31,153.47,156,510.26,582,Negative
511.24,421.73,419.88,400.78,508.31,154.45,156,509.29,503,Negative
511.24,421.85,419.95,373.41,508.31,154.45,156,510.26,581,Negative
511.24,421.85,419.96,390.03,508.31,153.47,156,510.26,518,Negative
511.24,421.73,419.86,391.01,508.31,154.45,156,509.29,554,Negative
511.24,421.73,419.86,374.39,508.31,154.45,156,510.26,597,Negative
511.24,421.85,419.96,373.41,508.31,154.45,155,509.29,541,Negative
511.24,421.73,419.88,395.89,508.31,154.45,156,510.26,510,Negative
10776.15,422.68,419.86,377.32,509.29,153.47,156,510.26,502,Mine
10776.15,422.75,419.96,352.88,508.31,153.47,156,510.26,572,Mine
10776.15,422.8,419.98,368.52,508.31,154.45,156,510.26,558,Mine
10776.15,422.64,419.91,383.19,507.33,154.45,156,510.26,600,Mine
511.24,421.73,419.86,367.55,508.31,154.45,155,509.29,563,Negative
511.24,421.73,419.86,384.16,507.33,154.45,155,510.26,528,Negative
511.24,421.85,419.96,400.78,507.33,154.45,156,510.26,540,Negative
511.24,421.75,419.84,391.01,508.31,154.45,156,510.26,515,Negative
511.24,421.75,419.86,371.46,507.33,153.47,156,509.29,554,Negative
511.24,421.85,419.96,398.83,508.31,153.47,155,510.26,596,Negative
511.24,421.78,419.98,395.89,507.33,154.45,156,510.26,536,Negative
511.24,421.73,419.84,375.37,508.31,153.47,156,509.29,598,Negative
511.24,421.75,419.95,368.52,508.31,154.45,155,510.26,557,Negative
511.24,421.8,419.96,391.98,507.33,154.45,156,509.29,567,Negative
511.24,421.71,419.86,389.05,508.31,153.47,156,510.26,559,Negative
511.24,421.75,419.86,369.5,507.33,154.45,155,510.26,596,Negative
511.24,421.82,419.96,382.21,508.31,154.45,155,509.29,548,Negative
511.24,421.7,419.98,398.83,508.31,154.45,155,510.26,512,Negative
10776.15,422.68,419.86,377.32,508.31,154.45,155,509.29,517,Mine
10776.15,422.73,419.96,359.73,507.33,154.45,155,510.26,570,Mine
10776.15,422.63,419.88,383.19,508.31,154.45,156,510.26,570,Mine
511.24,421.7,419.86,386.12,508.31,154.45,155,510.26,501,Negative
511.24,421.82,419.98,375.37,509.29,154.45,155,509.29,550,Negative
511.24,421.7,419.93,404.69,506.35,153.47,156,509.29,541,Negative
511.24,421.7,419.84,395.89,507.33,154.45,155,510.26,1067,Mine
511.24,421.68,419.82,372.43,507.33,153.47,156,509.29,1038,Mine
511.24,421.7,419.95,377.32,507.33,154.45,156,509.29,585,Negative
10776.15,422.75,419.96,360.7,507.33,153.47,156,510.26,535,Mine
10776.15,422.66,419.86,337.24,508.31,154.45,156,510.26,551,Mine
10776.15,422.64,419.84,363.64,507.33,154.45,156,510.26,1059,Mine
511.24,421.8,419.95,355.82,508.31,153.47,155,510.26,559,Negative
511.24,421.71,419.86,374.39,508.31,154.45,156,509.29,545,Negative
511.24,421.7,419.86,355.82,508.31,154.45,155,510.26,589,Negative
511.24,421.8,419.91,353.86,508.31,153.47,156,510.26,507,Negative
511.24,421.7,419.86,381.23,508.31,154.45,156,509.29,564,Negative
511.24,421.68,419.82,357.77,508.31,154.45,156,510.26,540,Negative
511.24,421.7,419.91,325.51,507.33,154.45,156,510.26,586,Negative
511.24,421.8,419.93,290.32,508.31,153.47,155,509.29,541,Negative
10776.15,422.63,419.93,330.4,9807.43,153.47,156,510.26,574,Mine
10776.15,422.76,419.93,408.6,507.33,153.47,156,510.26,578,Mine
10776.15,422.63,419.86,286.41,508.31,154.45,156,509.29,581,Mine
10776.15,422.63,419.86,252.2,9806.45,153.47,156,509.29,523,Mine
511.24,421.71,419.91,315.74,9807.43,153.47,155,510.26,583,Mine
511.24,421.71,419.81,334.31,507.33,154.45,156,510.26,1030,Mine
511.24,421.7,419.81,338.22,507.33,153.47,156,510.26,551,Negative
511.24,421.78,419.91,364.61,507.33,154.45,156,509.29,555,Negative
511.24,421.78,419.91,399.8,507.33,154.45,155,510.26,576,Negative
511.24,421.7,419.81,408.6,507.33,154.45,155,510.26,514,Negative
511.24,421.66,419.81,397.85,508.31,154.45,155,510.26,552,Negative
511.24,421.82,419.91,373.41,508.31,153.47,156,510.26,589,Negative
511.24,421.66,419.81,277.61,508.31,154.45,156,510.26,535,Negative
511.24,421.68,419.81,411.53,507.33,154.45,155,510.26,566,Negative
511.24,421.68,419.95,343.11,508.31,153.47,156,509.29,567,Negative
511.24,421.78,419.91,348.97,507.33,154.45,156,510.26,524,Negative
10776.15,422.63,419.86,375.37,507.33,154.45,156,510.26,534,Mine
10776.15,422.71,419.91,372.43,508.31,154.45,156,510.26,572,Mine
10776.15,422.63,419.86,348.0,507.33,154.45,156,510.26,584,Mine
511.24,421.68,419.86,389.05,506.35,154.45,156,510.26,506,Negative
511.24,421.71,419.96,352.88,508.31,153.47,156,510.26,551,Negative
511.24,421.8,419.91,331.38,508.31,154.45,156,509.29,542,Negative
511.24,421.7,419.86,371.46,508.31,154.45,155,509.29,551,Negative
511.24,421.66,419.81,394.92,507.33,154.45,156,509.29,558,Negative
511.24,421.77,419.91,373.41,508.31,153.47,155,510.26,586,Negative
511.24,421.73,419.82,362.66,508.31,154.45,155,510.26,505,Negative
511.24,421.73,419.81,403.71,507.33,154.45,155,509.29,556,Negative
511.24,421.77,419.96,399.8,508.31,154.45,156,509.29,543,Negative
511.24,421.78,419.93,343.11,508.31,154.45,155,509.29,578,Negative
511.24,421.68,419.82,403.71,507.33,154.45,156,509.29,509,Negative
511.24,421.7,419.81,431.09,508.31,153.47,156,510.26,560,Negative
511.24,421.78,419.91,422.29,507.33,154.45,155,509.29,528,Negative
511.24,421.7,419.86,377.32,507.33,154.45,155,509.29,542,Negative
511.24,421.71,419.81,392.96,508.31,154.45,156,509.29,576,Negative
10776.15,422.64,419.86,391.98,508.31,154.45,156,510.26,525,Mine
10776.15,422.61,419.88,348.0,508.31,154.45,156,510.26,583,Mine
10776.15,422.73,419.98,325.51,508.31,154.45,155,509.29,576,Mine
511.24,421.84,419.98,341.15,508.31,154.45,156,509.29,506,Negative
511.24,421.73,419.84,288.37,509.29,154.45,156,510.26,594,Negative
511.24,421.73,419.86,307.92,507.33,153.47,156,509.29,582,Negative
511.24,421.84,419.95,313.78,508.31,153.47,156,509.29,502,Negative
511.24,421.68,419.95,297.17,508.31,154.45,156,510.26,564,Negative
511.24,421.71,419.86,271.75,508.31,153.47,155,510.26,541,Negative
511.24,421.71,419.95,174.98,508.31,154.45,156,509.29,520,Negative
511.24,421.84,419.95,212.12,508.31,154.45,156,509.29,1042,Mine
10776.15,422.73,419.96,312.81,508.31,153.47,155,510.26,581,Mine
10776.15,422.64,419.86,347.02,508.31,153.47,156,510.26,581,Mine
10776.15,422.63,419.84,318.67,508.31,154.45,155,510.26,518,Mine
511.24,421.75,419.84,377.32,507.33,153.47,155,510.26,516,Negative
511.24,421.68,419.86,384.16,508.31,154.45,156,510.26,552,Negative
511.24,421.84,419.96,370.48,508.31,153.47,155,509.29,504,Negative
511.24,421.73,419.96,390.03,508.31,153.47,156,509.29,509,Negative
511.24,421.7,419.88,399.8,508.31,154.45,156,510.26,529,Negative
511.24,421.75,419.96,366.57,508.31,153.47,156,510.26,585,Negative
511.24,421.82,419.96,298.14,508.31,154.45,155,510.26,544,Negative
511.24,421.75,419.86,201.37,507.33,153.47,156,509.29,509,Negative
511.24,421.75,419.86,279.57,506.35,153.47,156,510.26,561,Negative
511.24,421.85,419.98,219.94,506.35,153.47,156,499.51,558,Negative
511.24,421.82,420.0,350.93,508.31,154.45,155,509.29,537,Negative
511.24,421.71,419.89,342.13,506.35,155.43,157,510.26,549,Negative
511.24,421.73,419.84,377.32,508.31,154.45,157,510.26,509,Negative
511.24,421.73,420.03,377.32,508.31,154.45,156,510.26,581,Negative
511.24,421.84,419.96,371.46,507.33,155.43,157,509.29,575,Negative
511.24,421.73,419.86,379.28,508.31,155.43,156,510.26,559,Negative
511.24,421.71,419.91,385.14,508.31,155.43,156,509.29,508,Negative
10776.15,422.68,419.98,375.37,508.31,155.43,157,509.29,527,Mine
10776.15,422.66,419.89,359.73,509.29,155.43,156,509.29,503,Mine
10776.15,422.66,419.86,379.28,508.31,154.45,156,509.29,525,Mine
10776.15,422.78,419.98,372.43,508.31,155.43,157,510.26,1017,Mine
511.24,421.73,419.86,369.5,508.31,155.43,157,509.29,559,Negative
511.24,421.87,419.98,366.57,508.31,154.45,156,509.29,591,Negative
511.24,421.71,419.89,381.23,508.31,155.43,157,510.26,523,Negative
511.24,421.71,419.88,388.07,507.33,154.45,156,510.26,564,Negative
511.24,421.82,420.0,379.28,508.31,155.43,156,510.26,527,Negative
511.24,421.85,419.98,378.3,507.33,154.45,156,510.26,562,Negative
511.24,421.73,419.88,396.87,508.31,154.45,157,510.26,554,Negative
511.24,421.71,419.88,390.03,508.31,155.43,157,509.29,585,Negative
511.24,421.84,419.96,372.43,508.31,153.47,156,510.26,511,Negative
511.24,421.71,419.88,390.03,508.31,153.47,156,510.26,575,Negative
511.24,421.71,419.89,403.71,508.31,154.45,155,510.26,506,Negative
511.24,421.82,419.98,466.28,508.31,154.45,156,510.26,587,Negative
511.24,421.73,419.88,421.31,508.31,154.45,156,509.29,506,Negative
10776.15,422.69,419.89,399.8,509.29,154.45,155,510.26,571,Mine
10776.15,422.68,419.89,362.66,508.31,154.45,156,509.29,561,Mine
10776.15,422.8,419.96,380.25,508.31,154.45,156,510.26,1089,Mine
511.24,421.73,420.0,401.76,508.31,154.45,155,510.26,505,Negative
511.24,421.82,420.0,311.83,508.31,154.45,156,509.29,545,Negative
511.24,421.73,419.86,325.51,508.31,153.47,156,510.26,515,Negative
511.24,421.85,420.01,366.57,508.31,153.47,156,510.26,569,Negative
511.24,421.75,420.0,407.62,508.31,153.47,156,510.26,577,Negative
511.24,421.75,419.86,362.66,508.31,154.45,156,510.26,544,Negative
511.24,421.87,420.0,488.76,508.31,154.45,156,509.29,568,Negative
511.24,421.75,419.84,440.86,508.31,154.45,156,510.26,518,Negative
10776.15,422.69,419.88,377.32,508.31,154.45,155,509.29,578,Mine
10776.15,422.78,419.98,373.41,509.29,154.45,156,510.26,560,Mine
10776.15,422.78,419.95,418.38,509.29,231.67,227,510.26,561,Mine
511.24,421.84,420.0,383.19,509.29,234.6,229,509.29,578,Negative
511.24,421.75,419.96,400.78,508.31,237.54,233,510.26,531,Negative
511.24,421.73,419.89,404.69,508.31,239.49,234,510.26,569,Negative
511.24,421.85,420.0,378.3,508.31,239.49,234,511.24,509,Negative
511.24,421.75,419.89,398.83,508.31,239.49,233,510.26,1070,Mine
511.24,421.75,419.91,380.25,508.31,242.42,237,510.26,591,Negative
511.24,421.75,420.01,395.89,509.29,243.4,239,511.24,504,Negative
511.24,421.82,419.96,385.14,509.29,244.38,239,510.26,525,Negative
511.24,421.75,419.86,391.01,508.31,244.38,239,510.26,549,Negative
511.24,421.73,420.01,400.78,508.31,244.38,239,510.26,551,Negative
511.24,421.85,419.96,386.12,508.31,245.36,240,510.26,593,Negative
511.24,421.73,419.84,391.01,508.31,245.36,240,510.26,525,Negative
511.24,421.73,420.01,402.74,508.31,245.36,240,510.26,593,Negative
511.24,421.82,420.0,385.14,509.29,245.36,240,510.26,578,Negative
511.24,421.7,419.88,380.25,508.31,245.36,240,510.26,502,Negative
511.24,421.84,419.98,392.96,509.29,245.36,241,510.26,517,Negative
511.24,421.8,419.96,313.78,509.29,245.36,240,510.26,575,Negative
511.24,421.68,419.86,334.31,508.31,245.36,240,510.26,521,Negative
511.24,421.82,419.96,140.76,508.31,244.38,238,510.26,524,Negative
511.24,421.71,419.88,357.77,510.26,244.38,240,510.26,574,Negative
511.24,421.73,419.84,435.97,508.31,245.36,240,510.26,548,Negative
511.24,421.82,419.95,448.68,508.31,245.36,240,510.26,588,Negative
511.24,421.73,419.82,-192.57,508.31,245.36,240,510.26,543,Negative
10776.15,422.66,419.84,-190.62,508.31,246.33,241,511.24,1075,Mine
10776.15,422.76,419.98,-186.71,508.31,247.31,242,511.24,580,Mine
10776.15,422.66,419.96,137.83,508.31,246.33,241,510.26,557,Mine
511.24,421.71,419.86,11.73,508.31,246.33,242,510.26,576,Negative
